customer.customerid,customer.number,customer.contract,customer.paperlessbilling,customer.paymentmethod,customer.gender,customer.seniorcitizen,customer.partner,customer.dependents,customer.internetservice,customer.onlinesecurity,customer.onlinebackup,customer.deviceprotection,customer.techsupport,customer.streamingtv,customer.streamingmovies,customer.tenure,customer.phoneservice,customer.multiplelines
9486-RROZQ,768737938,Two Year,No,Mailed check,Female,0,No,No,DSL,No,Yes,No,No,Yes,Yes,1,Yes,Yes
1954-ZPDNW,765362838,Month-to-Month,Yes,Electronic check,Female,0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,50,No,No phone service
2350-XAVZJ,766345880,One Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,No,No,Yes,Yes,No,No,71,Yes,No
4277-CSBSI,764936858,Two Year,No,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,40,No,No phone service
1699-PJNND,765756060,Month-to-Month,Yes,Bank transfer (automatic),Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,9,No,No phone service
5921-OIDPZ,765067933,Two Year,Yes,Mailed check,Female,0,No,No,DSL,Yes,No,Yes,No,Yes,Yes,19,No,No phone service
7647-SQDYI,766345888,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,43,Yes,Yes
7842-BHHTS,767591074,One Year,No,Electronic check,Male,0,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,43,No,No phone service
5423-DUUQS,763462308,Two Year,No,Credit card (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,39,Yes,No
3083-JGIHJ,765133481,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,71,Yes,No
7385-IIZIS,768180909,One Year,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,Yes,No,No,No,No,No,45,Yes,No
4663-JOISC,762086068,Two Year,No,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,62,Yes,No
8234-INAGF,761725621,Two Year,Yes,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,39,Yes,No
0366-ZZEMZ,765887158,Month-to-Month,No,Mailed check,Female,0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,36,No,No phone service
4044-BDAAI,766608058,Two Year,No,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,59,Yes,No
6392-UQFRV,769229499,Two Year,No,Electronic check,Female,0,No,Yes,DSL,No,No,Yes,No,No,No,25,No,No phone service
5113-CQFYN,767951548,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,45,No,No phone service
3942-LJLEJ,761397950,Month-to-Month,No,Bank transfer (automatic),Male,0,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,31,Yes,No
7268-HBNBE,762708674,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,Yes,No,Yes,No,Yes,No,68,Yes,No
6890-TVMVO,761791176,Two Year,Yes,Mailed check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,42,No,No phone service
0061-NHTYH,767886025,Month-to-Month,Yes,Mailed check,Male,0,No,Yes,DSL,No,Yes,Yes,No,Yes,No,10,No,No phone service
6734-XHVCB,762544842,One Year,Yes,Credit card (automatic),Male,0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,10,No,No phone service
4203-TZYZI,767951560,One Year,Yes,Electronic check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,65,No,No phone service
7175-QFWVI,766083788,Two Year,No,Bank transfer (automatic),Male,0,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,71,No,No phone service
5227-TBWQN,764052174,Two Year,Yes,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,14,No,No phone service
2798-ZJNSX,760578774,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,3,No,No phone service
0899-WQGLX,766051032,Month-to-Month,No,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,53,No,No phone service
3432-JLKLQ,768082655,One Year,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,25,No,No phone service
0879-IWDWY,768246499,Two Year,Yes,Mailed check,Male,0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,5,No,No phone service
6612-YWJXR,769852134,One Year,Yes,Mailed check,Female,0,Yes,No,Fiber Optic,No,No,No,No,No,No,66,Yes,Yes
1761-GRMWS,766280426,One Year,No,Mailed check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,No,No phone service
2586-UGISZ,760414955,One Year,Yes,Credit card (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,9,No,No phone service
4185-AJGVW,763757293,Two Year,No,Mailed check,Male,0,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,28,Yes,Yes
7707-YVNXJ,763200240,Month-to-Month,No,Credit card (automatic),Female,0,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,23,No,No phone service
8909-LKEHP,769753846,Month-to-Month,Yes,Credit card (automatic),Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,65,No,No phone service
3341-ECOQQ,768115446,One Year,No,Bank transfer (automatic),Female,0,No,Yes,DSL,No,Yes,No,No,Yes,Yes,7,Yes,No
4127-VOBUT,763429627,Two Year,Yes,Electronic check,Female,0,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,59,Yes,Yes
4031-AOBNG,768934653,One Year,Yes,Credit card (automatic),Male,0,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,14,No,No phone service
8895-HQMDJ,763233023,One Year,Yes,Bank transfer (automatic),Female,0,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,4,No,No phone service
5351-MHZDP,762774271,Month-to-Month,No,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,30,No,No phone service
5149-QWFHM,761725700,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,66,Yes,No
5623-LGBCO,761758471,Two Year,Yes,Credit card (automatic),Male,0,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,23,Yes,Yes
7042-UWABQ,765952778,Month-to-Month,Yes,Mailed check,Male,0,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,14,Yes,No
0659-MFABA,760840972,One Year,No,Bank transfer (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,68,Yes,Yes
7635-SFIXF,761234189,Two Year,Yes,Bank transfer (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,58,No,No phone service
2676-GNVUI,762839824,Two Year,No,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,52,Yes,No
7308-LXRLY,767132439,Month-to-Month,No,Electronic check,Female,0,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,24,No,No phone service
3904-OOLMX,766542615,Month-to-Month,Yes,Mailed check,Male,0,No,Yes,DSL,No,Yes,Yes,No,Yes,No,38,No,No phone service
5834-XDKBZ,763626269,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,66,Yes,Yes
2755-RFUMM,766509856,Month-to-Month,Yes,Mailed check,Female,0,No,No,Fiber Optic,No,Yes,No,Yes,No,No,54,No,No phone service
4274-BNNHH,764347181,Month-to-Month,Yes,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,13,Yes,Yes
0169-VOZKA,766149422,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,9,No,No phone service
2675-HWEZH,764871470,One Year,Yes,Mailed check,Male,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,60,Yes,Yes
6692-PGTFM,760283953,Two Year,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,43,Yes,No
2995-FXOHK,761168693,One Year,No,Mailed check,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,Yes,9,No,No phone service
9281-OHKHP,762250043,One Year,Yes,Electronic check,Male,0,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,21,Yes,No
5255-DDJHY,762315589,Month-to-Month,No,Electronic check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,28,No,No phone service
1256-KOEST,765854538,Month-to-Month,No,Mailed check,Male,0,No,No,Fiber Optic,Yes,No,No,Yes,No,No,72,No,No phone service
3579-TUBLH,762512204,One Year,Yes,Credit card (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,60,No,No phone service
8728-BUFVV,767132496,One Year,No,Mailed check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,65,No,No phone service
6804-CGTYE,769393489,Two Year,Yes,Bank transfer (automatic),Male,0,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,26,No,No phone service
9890-OZYKM,763167568,One Year,Yes,Credit card (automatic),Male,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,57,Yes,No
0743-QPHHY,769721175,Month-to-Month,No,Mailed check,Female,0,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,65,No,No phone service
7134-KWTTK,764379992,Two Year,Yes,Electronic check,Female,0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,3,No,No phone service
3811-XIDMI,769426267,Month-to-Month,Yes,Electronic check,Female,0,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,67,No,No phone service
5574-JSWBR,763036528,Two Year,Yes,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,Yes,Yes
4946-OPKHV,764281722,One Year,No,Credit card (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,40,Yes,Yes
9907-OAROY,760480634,Two Year,No,Mailed check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22,No,No phone service
3190-NPNUO,767722371,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,42,Yes,Yes
9407-BCOEU,765690765,One Year,No,Electronic check,Female,0,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,29,No,No phone service
9007-RVOEK,760841104,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,No,Fiber Optic,No,No,No,No,No,Yes,47,Yes,Yes
8634-BQSBB,766051222,One Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,51,Yes,Yes
7771-PHMQV,761365398,One Year,No,Credit card (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,33,No,No phone service
7687-SJZHW,766051226,One Year,Yes,Mailed check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,59,No,No phone service
5421-BKGJC,766673821,Two Year,Yes,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Yes
3865-RRIVH,761136039,Month-to-Month,No,Electronic check,Male,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,67,Yes,No
9997-SVEMS,765264811,One Year,Yes,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18,Yes,No
4851-OQOHJ,760021936,Month-to-Month,Yes,Electronic check,Male,0,No,Yes,DSL,No,No,No,Yes,Yes,No,5,Yes,No
4201-DKZKI,766706611,One Year,No,Mailed check,Female,0,No,Yes,DSL,Yes,No,Yes,No,No,Yes,9,No,No phone service
9195-ZPPJY,764117948,One Year,No,Credit card (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23,No,No phone service
7575-SOKVL,763298750,One Year,No,Credit card (automatic),Male,0,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,61,No,No phone service
1105-XTCQA,764543945,One Year,Yes,Electronic check,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,66,Yes,No
9718-DCHVC,769786825,Month-to-Month,Yes,Mailed check,Male,0,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,60,No,No phone service
3676-JIRTJ,764347338,Two Year,Yes,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,No phone service
0844-EAYNI,763102157,Two Year,Yes,Mailed check,Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,35,No,No phone service
5709-BDFBW,763495373,One Year,No,Mailed check,Female,0,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,6,No,No phone service
3156-ZOLJL,762807247,Two Year,No,Mailed check,Female,0,No,Yes,DSL,No,No,Yes,No,Yes,Yes,20,No,No phone service
7646-FEIBR,768934864,Two Year,Yes,Credit card (automatic),Female,0,No,Yes,Fiber Optic,No,No,No,No,No,Yes,26,No,No phone service
1407-ULKTU,761234393,Month-to-Month,No,Electronic check,Male,0,No,No,DSL,Yes,No,Yes,No,Yes,No,61,No,No phone service
3166-EPGRL,764609500,One Year,Yes,Credit card (automatic),Female,0,No,No,DSL,No,Yes,No,No,No,Yes,56,No,No phone service
9691-TZWZG,767591388,Month-to-Month,No,Credit card (automatic),Male,0,No,No,DSL,No,Yes,No,Yes,No,No,26,No,No phone service
3634-LUSQY,769819615,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,62,Yes,No
5179-WZZIM,764052448,Month-to-Month,No,Credit card (automatic),Male,0,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,5,No,No phone service
1397-RCLQO,761463776,Two Year,No,Mailed check,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,51,Yes,Yes
0611-SCPDX,767951840,One Year,Yes,Credit card (automatic),Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,35,No,No phone service
9736-EMFYK,765461479,Two Year,No,Mailed check,Female,0,No,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,24,Yes,Yes
0346-XXNYT,761824233,One Year,No,Electronic check,Male,0,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,19,Yes,Yes
7095-RRDUN,764478445,Month-to-Month,No,Mailed check,Female,0,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,49,Yes,No
5323-HONGU,767329263,Two Year,Yes,Mailed check,Female,0,No,No,DSL,No,No,No,Yes,No,Yes,37,No,No phone service
6287-ELEMA,767362031,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,18,Yes,No
4800-MVUHH,764150771,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,No,Yes,No,No,No,No,26,No,No phone service
0035-YZPTK,763692023,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,42,Yes,Yes
8348-IGNEK,761889783,Month-to-Month,Yes,Electronic check,Female,0,No,No,DSL,Yes,No,No,Yes,No,Yes,32,No,No phone service
0716-DSWZS,766968826,One Year,No,Credit card (automatic),Male,0,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,61,No,No phone service
7236-BZLKQ,761103361,One Year,Yes,Credit card (automatic),Male,0,Yes,No,DSL,No,Yes,Yes,No,No,No,70,Yes,No
1697-QRLCI,761889798,Month-to-Month,Yes,Bank transfer (automatic),Male,0,No,No,DSL,No,No,No,Yes,Yes,No,44,No,No phone service
8581-UZOAX,766051335,Two Year,No,Electronic check,Male,0,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,63,Yes,Yes
8899-QHEXO,769524749,Two Year,Yes,Electronic check,Female,0,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,57,No,No phone service
7062-DHZCA,766936078,Two Year,Yes,Electronic check,Female,0,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,56,Yes,Yes
6684-OLAVK,765461517,Two Year,Yes,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,39,Yes,No
0433-TVGJU,766247952,One Year,No,Bank transfer (automatic),Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,2,Yes,Yes
2905-XSVZC,760710159,Two Year,Yes,Electronic check,Female,0,No,No,DSL,No,Yes,No,No,No,Yes,1,Yes,No
2931-HPJWD,761889806,Month-to-Month,Yes,Credit card (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,36,No,No phone service
7542-GORHG,766149655,One Year,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,68,No,No phone service
2163-WQPFI,766608414,One Year,No,Mailed check,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,65,Yes,Yes
5722-JDQMR,761758756,Month-to-Month,Yes,Mailed check,Female,0,No,Yes,DSL,No,Yes,No,Yes,No,Yes,9,Yes,No
5081-HQLJL,762643494,Two Year,No,Credit card (automatic),Female,0,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,48,No,No phone service
9933-EYRCP,765821994,Two Year,Yes,Credit card (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,30,Yes,No
2146-ZCAIP,767067182,Month-to-Month,Yes,Mailed check,Male,0,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,64,No,No phone service
7438-UTFOR,763561010,Two Year,No,Mailed check,Male,0,No,No,DSL,No,Yes,No,Yes,No,No,23,No,No phone service
8378-BGDYF,768902196,Two Year,No,Mailed check,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,41,No,No phone service
1578-RNZHO,763954231,One Year,Yes,Credit card (automatic),Male,0,Yes,No,DSL,No,No,No,No,Yes,Yes,58,Yes,No
3320-IFNPW,762577978,Two Year,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,18,Yes,Yes
1329-LEKCF,768279618,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,46,No,No phone service
6272-MRJTP,768017476,One Year,Yes,Credit card (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,71,No,No phone service
7068-DMGUU,764445766,Two Year,Yes,Mailed check,Male,0,No,No,Fiber Optic,No,Yes,Yes,Yes,No,No,46,Yes,Yes
7087-JWZKS,768345161,One Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,51,Yes,Yes
8598-DUFOT,760349770,Two Year,No,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,33,No,No phone service
7497-BOPAR,766936139,One Year,Yes,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,21,No,No phone service
1666-FBAAR,769950796,Month-to-Month,Yes,Credit card (automatic),Male,0,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,11,Yes,Yes
2293-BAGCN,764314706,Month-to-Month,Yes,Credit card (automatic),Male,0,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,45,Yes,Yes
6659-YFTAM,763724886,One Year,No,Credit card (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,48,No,No phone service
9234-OIQON,769492059,Month-to-Month,Yes,Mailed check,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,6,No,No phone service
0597-QYIHO,765854828,Month-to-Month,Yes,Electronic check,Female,0,No,No,Fiber Optic,No,No,Yes,Yes,Yes,No,57,Yes,No
3160-ADLQN,768803949,Two Year,No,Electronic check,Male,0,No,No,DSL,Yes,Yes,No,Yes,No,Yes,53,No,No phone service
3688-JVIXZ,761332852,One Year,Yes,Mailed check,Female,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,53,Yes,Yes
8098-CAVRW,762217589,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,69,Yes,Yes
8565-CCLUY,766641274,One Year,No,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29,Yes,Yes
0363-RYOCT,762971259,One Year,No,Electronic check,Male,0,Yes,No,DSL,No,No,No,Yes,No,Yes,25,No,No phone service
3664-VLNHR,760185983,Month-to-Month,Yes,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,41,Yes,Yes
5884-TSCOZ,769623169,One Year,No,Electronic check,Female,0,No,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,20,Yes,Yes
